Epoch,Train Loss,Validation Loss,mIOU
1,0.525724286279906,0.4343649183511734,0.41365795364334873
2,0.404527138695672,0.383998946249485,0.4503144786977007
3,0.37860178563646124,0.36467215436697004,0.4484323571543662
4,0.35815343273792316,0.35537090504169466,0.4623738114861487
5,0.34118574173280514,0.35160898619890213,0.4575527872943474
