Epoch,Train Loss,Validation Loss,mIOU
1,0.42408785805387905,0.3393958288808353,0.5113399623733191
2,0.3261905505844713,0.3108665000940673,0.5330489619219428
3,0.29817146509001424,0.34268572899559513,0.531109807613462
4,0.28338542250141563,0.3087194753359072,0.5379035425192785
5,0.2675726301257475,0.28066747220326216,0.5541163817278776
/
