Epoch,Train Loss,Validation Loss,mIOU
1,0.5162712076645052,0.4122191492915154,0.42998005646713067
2,0.4031208927850236,0.37935625702142717,0.4444155499810801
3,0.36579546630983795,0.3852660839557648,0.4417698605544159
4,0.35648400365063704,0.3539904162287712,0.4596985752155558
5,0.346987251766031,0.38425372886657716,0.4411014414528644
