INFO:root:training on cuda
INFO:root:Epoch 1, Training...
INFO:root:Epoch 1/5, Batch 0, Train Loss: 3.08, Epoch Time: 1.41 s
INFO:root:Epoch 1/5, Batch 10, Train Loss: 0.96, Epoch Time: 9.70 s
INFO:root:Epoch 1/5, Batch 20, Train Loss: 0.75, Epoch Time: 17.96 s
INFO:root:Epoch 1/5, Batch 30, Train Loss: 0.98, Epoch Time: 26.33 s
INFO:root:Epoch 1/5, Batch 40, Train Loss: 1.35, Epoch Time: 34.86 s
INFO:root:Epoch 1/5, Batch 50, Train Loss: 0.77, Epoch Time: 43.44 s
INFO:root:Epoch 1/5, Batch 60, Train Loss: 0.87, Epoch Time: 51.80 s
INFO:root:Epoch 1/5, Batch 70, Train Loss: 0.68, Epoch Time: 60.25 s
INFO:root:Epoch 1/5, Batch 80, Train Loss: 0.74, Epoch Time: 68.66 s
INFO:root:Epoch 1/5, Batch 90, Train Loss: 0.57, Epoch Time: 77.00 s
INFO:root:Epoch 1/5, Batch 100, Train Loss: 0.49, Epoch Time: 85.50 s
INFO:root:Epoch 1/5, Batch 110, Train Loss: 0.49, Epoch Time: 94.19 s
INFO:root:Epoch 1/5, Batch 120, Train Loss: 0.49, Epoch Time: 102.68 s
INFO:root:Epoch 1/5, Batch 130, Train Loss: 0.76, Epoch Time: 111.28 s
INFO:root:Epoch 1/5, Batch 140, Train Loss: 0.62, Epoch Time: 119.77 s
INFO:root:Epoch 1/5, Batch 150, Train Loss: 0.64, Epoch Time: 128.17 s
INFO:root:Epoch 1/5, Batch 160, Train Loss: 0.85, Epoch Time: 136.68 s
INFO:root:Epoch 1/5, Batch 170, Train Loss: 0.40, Epoch Time: 145.07 s
INFO:root:Epoch 1/5, Batch 180, Train Loss: 0.57, Epoch Time: 153.44 s
INFO:root:Epoch 1/5, Batch 190, Train Loss: 0.39, Epoch Time: 161.87 s
INFO:root:Epoch 1/5, Batch 200, Train Loss: 0.56, Epoch Time: 170.39 s
INFO:root:Epoch 1/5, Batch 210, Train Loss: 0.63, Epoch Time: 178.78 s
INFO:root:Epoch 1/5, Batch 220, Train Loss: 0.62, Epoch Time: 187.28 s
INFO:root:Epoch 1/5, Batch 230, Train Loss: 0.52, Epoch Time: 195.64 s
INFO:root:Epoch 1/5, Batch 240, Train Loss: 0.70, Epoch Time: 203.92 s
INFO:root:Epoch 1/5, Batch 250, Train Loss: 0.44, Epoch Time: 212.30 s
INFO:root:Epoch 1/5, Batch 260, Train Loss: 0.65, Epoch Time: 220.83 s
INFO:root:Epoch 1/5, Batch 270, Train Loss: 0.42, Epoch Time: 229.31 s
INFO:root:Epoch 1/5, Batch 280, Train Loss: 0.50, Epoch Time: 237.67 s
INFO:root:Epoch 1/5, Batch 290, Train Loss: 0.47, Epoch Time: 246.02 s
INFO:root:Epoch 1/5, Batch 300, Train Loss: 0.39, Epoch Time: 254.49 s
INFO:root:Epoch 1/5, Batch 310, Train Loss: 0.52, Epoch Time: 262.71 s
INFO:root:Epoch 1/5, Batch 320, Train Loss: 0.64, Epoch Time: 271.22 s
INFO:root:Epoch 1/5, Batch 330, Train Loss: 0.99, Epoch Time: 279.57 s
INFO:root:Epoch 1/5, Batch 340, Train Loss: 0.50, Epoch Time: 287.90 s
INFO:root:Epoch 1/5, Batch 350, Train Loss: 0.45, Epoch Time: 296.21 s
