Epoch,Train Loss,Validation Loss,mIOU
1,0.5773341318626249,0.498386115193367,0.384055323656424
2,0.4597136956898254,0.43754779452085496,0.41573618374678356
3,0.4237344120782578,0.43270424628257753,0.4236491801510363
4,0.39774236089043274,0.4160735527873039,0.4266002995583885
5,0.3764430865114298,0.40241201078891753,0.4289796118584367
