INFO:root:training on cuda
INFO:root:Epoch 1, Training...
INFO:root:Epoch 1/5, Batch 0, Train Loss: 2.99, Epoch Time: 1.06 s
INFO:root:Epoch 1/5, Batch 10, Train Loss: 1.00, Epoch Time: 6.86 s
INFO:root:Epoch 1/5, Batch 20, Train Loss: 0.92, Epoch Time: 12.69 s
INFO:root:Epoch 1/5, Batch 30, Train Loss: 0.62, Epoch Time: 18.51 s
INFO:root:Epoch 1/5, Batch 40, Train Loss: 0.63, Epoch Time: 24.44 s
INFO:root:Epoch 1/5, Batch 50, Train Loss: 1.01, Epoch Time: 30.35 s
INFO:root:Epoch 1/5, Batch 60, Train Loss: 0.71, Epoch Time: 36.31 s
INFO:root:Epoch 1/5, Batch 70, Train Loss: 0.82, Epoch Time: 42.27 s
INFO:root:Epoch 1/5, Batch 80, Train Loss: 0.98, Epoch Time: 48.19 s
INFO:root:Epoch 1/5, Batch 90, Train Loss: 1.03, Epoch Time: 54.11 s
INFO:root:Epoch 1/5, Batch 100, Train Loss: 0.66, Epoch Time: 60.00 s
INFO:root:Epoch 1/5, Batch 110, Train Loss: 0.51, Epoch Time: 65.99 s
INFO:root:Epoch 1/5, Batch 120, Train Loss: 0.67, Epoch Time: 71.89 s
INFO:root:Epoch 1/5, Batch 130, Train Loss: 0.71, Epoch Time: 77.79 s
INFO:root:Epoch 1/5, Batch 140, Train Loss: 0.73, Epoch Time: 83.77 s
INFO:root:Epoch 1/5, Batch 150, Train Loss: 0.50, Epoch Time: 89.70 s
INFO:root:Epoch 1/5, Batch 160, Train Loss: 0.55, Epoch Time: 95.74 s
INFO:root:Epoch 1/5, Batch 170, Train Loss: 0.58, Epoch Time: 101.65 s
INFO:root:Epoch 1/5, Batch 180, Train Loss: 0.67, Epoch Time: 107.53 s
INFO:root:Epoch 1/5, Batch 190, Train Loss: 1.56, Epoch Time: 113.45 s
INFO:root:Epoch 1/5, Batch 200, Train Loss: 1.19, Epoch Time: 119.46 s
INFO:root:Epoch 1/5, Batch 210, Train Loss: 0.65, Epoch Time: 125.38 s
INFO:root:Epoch 1/5, Batch 220, Train Loss: 0.44, Epoch Time: 131.34 s
INFO:root:Epoch 1/5, Batch 230, Train Loss: 0.96, Epoch Time: 137.21 s
INFO:root:Epoch 1/5, Batch 240, Train Loss: 0.66, Epoch Time: 143.12 s
INFO:root:Epoch 1/5, Batch 250, Train Loss: 0.82, Epoch Time: 149.01 s
INFO:root:Epoch 1/5, Batch 260, Train Loss: 0.56, Epoch Time: 154.87 s
INFO:root:Epoch 1/5, Batch 270, Train Loss: 0.37, Epoch Time: 160.84 s
INFO:root:Epoch 1/5, Batch 280, Train Loss: 0.41, Epoch Time: 166.82 s
INFO:root:Epoch 1/5, Batch 290, Train Loss: 0.64, Epoch Time: 172.81 s
INFO:root:Epoch 1/5, Batch 300, Train Loss: 0.43, Epoch Time: 178.75 s
